Rk,Pos,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Rk,Pos,90s,CrdY,CrdR,2CrdY,Fls,Off,Crs,Int,TklW,PKcon,OG,Recov,Won,Lost,Won%
2501,DF,24.6,36,30,30,5,1,19,28,67.9,9,35,28,7,34,70,159,2,2501,DF,24.6,4,0,0,15,0,1,34,30,1,0,129,72,35,67.3
2502,DF,12.1,26,15,13,11,2,12,18,66.7,6,14,7,7,19,45,61,1,2502,DF,12.1,4,0,0,20,1,0,19,15,1,0,54,29,23,55.8
2504,DF,11.8,18,8,7,9,2,10,30,33.3,20,22,8,14,15,33,26,0,2504,DF,11.8,3,1,1,16,0,26,15,8,0,0,49,9,17,34.6
2505,DF,6.6,15,8,7,7,1,9,13,69.2,4,8,1,7,5,20,13,0,2505,DF,6.6,0,0,0,5,0,12,5,8,0,0,27,4,9,30.8
2508,MF,0.9,0,0,0,0,0,0,1,0.0,1,2,0,2,0,0,3,0,2508,MF,0.9,0,0,0,0,0,3,0,0,0,0,1,2,0,100.0
2509,MF,29.9,55,33,15,34,6,24,42,57.1,18,41,13,28,28,83,25,2,2509,MF,29.9,5,0,0,36,0,81,28,33,0,0,196,30,30,50.0
2510,MF,29.6,49,30,21,21,7,25,63,39.7,38,46,4,42,19,68,18,0,2510,MF,29.6,8,0,0,36,1,258,19,30,0,0,210,8,33,19.5
2512,"DF,MF",11.8,2,1,1,0,1,0,3,0.0,3,11,7,4,10,12,21,0,2512,"DF,MF",11.8,2,0,0,4,0,5,10,1,0,0,46,14,5,73.7
2516,MF,13.4,34,19,13,18,3,15,31,48.4,16,20,6,14,7,41,22,0,2516,MF,13.4,4,0,0,16,0,20,7,19,0,0,73,7,11,38.9
2518,DF,28.5,53,36,33,15,5,31,37,83.8,6,33,14,19,18,71,84,0,2518,DF,28.5,7,0,0,27,3,15,18,36,1,1,98,47,47,50.0
2519,DF,14.4,36,21,16,16,4,26,45,57.8,19,13,3,10,10,46,31,0,2519,DF,14.4,7,1,0,24,0,49,10,21,1,0,77,9,9,50.0
2521,DF,26.2,66,32,40,19,7,38,86,44.2,48,37,4,33,26,92,33,0,2521,DF,26.2,5,0,0,24,3,101,26,32,0,0,143,17,20,45.9
2523,DF,16.8,18,10,14,3,1,11,16,68.8,5,25,14,11,25,43,58,2,2523,DF,16.8,0,0,0,9,0,2,25,10,0,0,83,22,14,61.1
2524,MF,14.9,36,14,15,15,6,17,27,63.0,10,24,5,19,7,43,23,0,2524,MF,14.9,4,0,0,18,1,13,7,14,0,0,85,13,19,40.6
2527,MF,19.1,37,17,8,19,10,12,38,31.6,26,25,5,20,21,58,28,0,2527,MF,19.1,8,0,0,42,2,55,21,17,0,0,98,20,11,64.5
2532,DF,19.9,54,23,30,19,5,29,40,72.5,11,40,11,29,26,80,70,2,2532,DF,19.9,4,0,0,30,1,3,26,23,0,1,124,32,21,60.4
2533,DF,0.5,1,1,0,1,0,0,0,,0,0,0,0,1,2,2,0,2533,DF,0.5,0,0,0,0,0,4,1,1,0,0,0,0,0,
2536,DF,3.2,3,1,3,0,0,1,4,25.0,3,6,2,4,1,4,7,0,2536,DF,3.2,1,0,0,7,0,5,1,1,0,1,11,5,5,50.0
2537,DF,1.1,1,1,1,0,0,1,2,50.0,1,5,2,3,1,2,11,1,2537,DF,1.1,0,0,0,0,1,0,1,1,0,0,4,2,2,50.0
2539,MF,23.4,32,19,12,12,8,16,50,32.0,34,37,2,35,15,47,16,1,2539,MF,23.4,1,0,0,29,3,113,15,19,0,0,171,12,20,37.5
2540,MF,0.1,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,2540,MF,0.1,0,0,0,0,0,0,0,0,0,0,1,0,0,
2543,DF,23.6,54,34,23,22,9,22,49,44.9,27,25,8,17,28,82,43,0,2543,DF,23.6,7,1,1,37,0,40,28,34,0,0,76,20,15,57.1
2544,DF,29.2,19,9,10,7,2,5,16,31.3,11,28,23,5,23,42,97,1,2544,DF,29.2,6,0,0,33,1,3,23,9,0,0,161,62,22,73.8
2545,DF,24.5,38,22,23,13,2,19,32,59.4,13,39,23,16,32,70,114,0,2545,DF,24.5,2,0,0,18,1,3,32,22,0,0,116,51,37,58.0
2547,"DF,MF",23.8,35,16,13,18,4,18,37,48.6,19,24,11,13,47,82,25,2,2547,"DF,MF",23.8,6,1,0,19,0,15,47,16,1,0,140,30,39,43.5
2548,"MF,DF",14.9,41,29,19,19,3,14,25,56.0,11,31,7,24,21,62,50,1,2548,"MF,DF",14.9,5,1,1,24,1,9,21,29,0,0,112,43,33,56.6
2549,DF,23.2,34,25,17,15,2,17,24,70.8,7,21,10,11,24,58,52,3,2549,DF,23.2,4,0,0,25,1,5,24,25,0,0,175,40,38,51.3
2550,DF,0.9,2,0,1,1,0,1,1,100.0,0,1,0,1,0,2,2,0,2550,DF,0.9,1,0,0,0,0,0,0,0,0,0,5,0,3,0.0
2551,MF,11.4,23,11,16,7,0,15,25,60.0,10,9,3,6,20,43,14,2,2551,MF,11.4,4,1,1,13,0,8,20,11,0,0,68,7,13,35.0
2552,DF,38.0,61,42,46,14,1,27,48,56.3,21,82,56,26,56,117,191,2,2552,DF,38.0,11,0,0,45,1,6,56,42,1,0,186,140,61,69.7
2553,DF,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,2553,DF,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2555,DF,5.1,11,7,9,1,1,8,9,88.9,1,6,0,6,1,12,21,0,2555,DF,5.1,2,0,0,8,0,16,1,7,0,0,33,3,2,60.0
2558,DF,25.9,35,20,19,14,2,17,35,48.6,18,27,11,16,19,54,78,0,2558,DF,25.9,8,0,0,20,2,71,19,20,0,0,106,41,38,51.9
2561,DF,19.2,39,26,25,12,2,23,48,47.9,25,17,7,10,23,62,49,2,2561,DF,19.2,2,0,0,18,2,64,23,26,1,0,84,13,13,50.0
2562,DF,12.5,26,17,18,4,4,11,25,44.0,14,20,7,13,11,37,25,0,2562,DF,12.5,2,0,0,15,0,49,11,17,0,0,42,10,11,47.6
2563,"MF,DF",22.1,38,23,19,17,2,9,18,50.0,9,21,13,8,28,66,52,1,2563,"MF,DF",22.1,7,0,0,20,0,22,28,23,0,0,99,51,24,68.0
2565,"DF,MF",9.1,13,8,6,5,2,5,10,50.0,5,10,0,10,3,16,8,0,2565,"DF,MF",9.1,2,0,0,11,4,27,3,8,0,0,30,5,9,35.7
2566,DF,12.7,29,19,22,4,3,16,28,57.1,12,14,8,6,12,41,59,0,2566,DF,12.7,5,0,0,13,2,17,12,19,0,0,47,25,18,58.1
2569,DF,14.4,30,19,23,6,1,17,31,54.8,14,24,6,18,20,50,17,0,2569,DF,14.4,1,0,0,15,0,59,20,19,0,0,74,19,18,51.4
2572,"MF,DF",8.7,17,13,8,8,1,7,15,46.7,8,11,1,10,3,20,9,0,2572,"MF,DF",8.7,4,0,0,15,1,28,3,13,1,0,45,5,5,50.0
2574,DF,9.6,27,17,19,6,2,11,19,57.9,8,10,3,7,16,43,35,0,2574,DF,9.6,2,0,0,16,0,23,16,17,1,0,45,5,5,50.0
2576,MF,23.5,54,36,19,21,14,25,62,40.3,37,33,4,29,20,74,6,0,2576,MF,23.5,7,0,0,32,1,139,20,36,0,0,146,10,15,40.0
2578,DF,25.5,30,17,19,6,5,24,37,64.9,13,40,23,17,31,61,90,2,2578,DF,25.5,4,0,0,16,0,11,31,17,0,0,134,41,22,65.1
2579,"MF,DF",14.0,24,16,13,7,4,13,22,59.1,9,16,6,10,14,38,21,0,2579,"MF,DF",14.0,3,0,0,13,0,22,14,16,1,0,77,12,10,54.5
2580,DF,18.0,34,17,15,17,2,12,25,48.0,13,23,13,10,13,47,55,0,2580,DF,18.0,5,1,0,31,0,0,13,17,1,1,76,37,21,63.8
2583,DF,10.2,20,9,13,6,1,8,14,57.1,6,23,5,18,10,30,27,0,2583,DF,10.2,3,0,0,10,0,13,10,9,0,0,39,10,15,40.0
2584,MF,13.3,25,14,4,16,5,11,34,32.4,23,14,0,14,9,34,10,1,2584,MF,13.3,2,1,0,16,5,47,9,14,0,0,89,13,23,36.1
2585,MF,12.9,19,11,9,8,2,7,14,50.0,7,21,5,16,4,23,20,0,2585,MF,12.9,2,0,0,28,6,9,4,11,0,0,41,67,56,54.5
2586,MF,26.6,40,22,7,28,5,22,44,50.0,22,25,9,16,21,61,36,0,2586,MF,26.6,7,0,0,36,1,26,21,22,0,0,112,55,68,44.7
2587,MF,23.4,42,29,13,23,6,20,40,50.0,20,21,10,11,18,60,37,0,2587,MF,23.4,7,0,0,33,2,20,18,29,0,0,129,19,17,52.8
2591,DF,13.8,37,24,16,18,3,18,27,66.7,9,22,8,14,10,47,45,0,2591,DF,13.8,1,0,0,6,0,26,10,24,0,0,52,16,20,44.4
2594,DF,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2594,DF,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2595,DF,0.8,2,2,1,1,0,0,0,,0,1,0,1,0,2,1,0,2595,DF,0.8,2,0,0,3,1,1,0,2,0,0,4,1,1,50.0
2596,DF,29.5,58,28,35,17,6,34,56,60.7,22,34,15,19,38,96,97,1,2596,DF,29.5,2,1,0,25,0,12,38,28,0,1,212,39,26,60.0
2597,DF,16.2,26,14,20,6,0,15,24,62.5,9,34,13,21,14,40,49,0,2597,DF,16.2,3,0,0,17,0,47,14,14,0,0,57,25,15,62.5
2598,MF,11.2,16,12,9,7,0,6,19,31.6,13,11,1,10,6,22,12,0,2598,MF,11.2,5,0,0,10,0,6,6,12,0,0,62,2,10,16.7
2599,MF,19.3,33,21,13,11,9,14,33,42.4,19,26,9,17,10,43,18,0,2599,MF,19.3,5,0,0,24,1,36,10,21,1,0,117,37,22,62.7
2600,DF,23.1,13,10,8,4,1,9,15,60.0,6,17,5,12,16,29,49,1,2600,DF,23.1,1,0,0,10,0,50,16,10,1,0,103,9,16,36.0
2601,DF,10.7,20,9,7,8,5,14,27,51.9,13,9,4,5,13,33,29,0,2601,DF,10.7,6,1,1,17,0,8,13,9,0,0,58,17,14,54.8
2604,DF,12.8,20,9,15,4,1,11,18,61.1,7,10,4,6,18,38,33,0,2604,DF,12.8,2,1,1,14,1,14,18,9,0,0,54,25,20,55.6
2605,DF,0.1,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,2605,DF,0.1,0,0,0,0,0,0,1,0,0,0,2,2,0,100.0
2606,DF,23.6,42,24,29,10,3,18,29,62.1,11,34,23,11,26,68,75,1,2606,DF,23.6,8,1,1,26,1,3,26,24,1,0,105,29,26,52.7
2607,MF,4.9,7,7,4,2,1,3,9,33.3,6,3,0,3,2,9,4,0,2607,MF,4.9,2,0,0,9,0,11,2,7,0,0,20,1,0,100.0
2610,DF,13.9,29,16,20,9,0,17,22,77.3,5,16,10,6,11,40,68,2,2610,DF,13.9,4,0,0,18,1,2,11,16,1,1,56,22,15,59.5
2612,MF,18.0,37,22,17,15,5,22,57,38.6,35,40,4,36,6,43,6,0,2612,MF,18.0,3,0,0,26,6,44,6,22,0,0,127,11,28,28.2
2613,DF,27.4,29,18,17,11,1,14,30,46.7,16,28,12,16,14,43,75,0,2613,DF,27.4,1,0,0,18,2,8,14,18,0,0,127,23,22,51.1
2614,MF,19.9,25,15,11,8,6,11,28,39.3,17,10,2,8,33,58,37,0,2614,MF,19.9,5,0,0,43,0,3,33,15,0,0,115,71,41,63.4
2616,DF,3.1,6,4,3,3,0,3,4,75.0,1,4,3,1,7,13,20,0,2616,DF,3.1,1,0,0,6,0,0,7,4,0,0,16,5,6,45.5
2617,MF,25.4,47,28,22,22,3,30,60,50.0,30,30,8,22,25,72,33,0,2617,MF,25.4,4,0,0,27,0,4,25,28,0,0,173,42,40,51.2
2618,DF,22.8,25,12,16,9,0,8,14,57.1,6,38,20,18,36,61,101,2,2618,DF,22.8,6,0,0,36,0,5,36,12,1,0,87,43,16,72.9
2619,MF,17.5,35,20,14,17,4,17,37,45.9,20,32,9,23,25,60,41,0,2619,MF,17.5,5,0,0,31,0,9,25,20,0,0,93,38,38,50.0
2626,MF,6.3,5,4,2,1,2,1,4,25.0,3,6,0,6,1,6,2,0,2626,MF,6.3,4,0,0,7,2,9,1,4,0,0,22,4,3,57.1
2627,MF,9.1,35,23,16,17,2,9,21,42.9,12,12,2,10,5,40,7,0,2627,MF,9.1,4,0,0,23,1,6,5,23,0,0,62,6,16,27.3
2629,MF,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2629,MF,0.2,0,0,0,0,1,0,0,0,0,0,0,0,0,
2630,DF,25.5,44,19,24,17,3,25,43,58.1,18,27,8,19,24,68,59,2,2630,DF,25.5,7,0,0,32,1,47,24,19,1,0,136,29,35,45.3
2631,DF,24.7,19,12,13,6,0,8,21,38.1,13,33,20,13,30,49,86,0,2631,DF,24.7,2,0,0,23,0,0,30,12,1,0,108,23,33,41.1
2632,DF,27.5,60,33,33,21,6,32,56,57.1,24,32,7,25,40,100,54,1,2632,DF,27.5,5,0,0,30,1,73,40,33,1,0,155,15,19,44.1
2637,MF,3.4,7,5,6,1,0,4,10,40.0,6,1,1,0,3,10,9,0,2637,MF,3.4,0,0,0,5,1,5,3,5,0,0,15,4,1,80.0
2638,DF,18.3,23,15,12,10,1,13,33,39.4,20,16,3,13,13,36,57,0,2638,DF,18.3,2,1,0,13,3,165,13,15,1,0,78,26,20,56.5
2639,DF,24.8,57,27,30,16,11,37,77,48.1,40,41,8,33,24,81,57,3,2639,DF,24.8,5,0,0,27,3,212,24,27,0,0,162,31,17,64.6
2641,DF,23.8,39,21,23,10,6,25,40,62.5,15,31,5,26,19,58,49,0,2641,DF,23.8,6,0,0,25,4,72,19,21,0,0,116,18,24,42.9
2642,DF,28.6,47,30,31,13,3,21,43,48.8,22,41,22,19,35,82,153,3,2642,DF,28.6,4,0,0,23,3,5,35,30,1,0,89,61,50,55.0
2643,DF,7.5,19,13,9,6,4,9,15,60.0,6,9,1,8,6,25,10,0,2643,DF,7.5,0,0,0,11,1,72,6,13,0,0,43,3,13,18.8
2647,MF,18.7,31,17,6,20,5,13,30,43.3,17,19,8,11,6,37,17,0,2647,MF,18.7,4,0,0,36,0,19,6,17,0,0,81,16,31,34.0
2648,DF,28.9,63,33,38,19,6,39,59,66.1,20,29,12,17,36,99,99,0,2648,DF,28.9,3,2,1,29,0,11,36,33,0,0,171,52,43,54.7
2649,DF,26.6,68,33,41,16,11,27,49,55.1,22,27,8,19,37,105,80,5,2649,DF,26.6,7,1,1,51,3,22,37,33,0,0,169,22,26,45.8
2650,DF,30.0,55,37,38,12,5,38,56,67.9,18,62,16,46,50,105,108,0,2650,DF,30.0,5,0,0,28,1,73,50,37,0,0,149,27,40,40.3
2651,MF,21.5,98,57,39,43,16,43,89,48.3,46,27,6,21,40,138,25,2,2651,MF,21.5,5,0,0,46,0,4,40,57,0,0,181,14,12,53.8
2652,MF,3.3,14,10,4,8,2,4,10,40.0,6,6,2,4,1,15,5,0,2652,MF,3.3,2,0,0,4,0,0,1,10,0,0,12,9,2,81.8
2655,DF,2.1,1,1,0,1,0,1,4,25.0,3,0,0,0,2,3,4,0,2655,DF,2.1,0,0,0,3,0,0,2,1,0,0,9,1,1,50.0
2659,DF,19.6,34,21,21,11,2,15,29,51.7,14,19,7,12,19,53,56,3,2659,DF,19.6,3,1,1,22,2,3,19,21,1,0,156,42,25,62.7
2663,DF,13.1,28,18,15,11,2,15,30,50.0,15,11,5,6,2,30,16,1,2663,DF,13.1,2,0,0,11,2,22,2,18,0,0,58,8,15,34.8
2664,MF,29.9,107,66,39,62,6,46,101,45.5,55,62,10,52,35,142,52,1,2664,MF,29.9,7,1,1,77,0,5,35,66,0,0,160,33,50,39.8
2665,DF,13.1,19,16,10,5,4,10,21,47.6,11,14,3,11,9,28,22,0,2665,DF,13.1,3,0,0,12,0,73,9,16,0,0,62,9,9,50.0
2666,DF,26.1,34,18,19,13,2,18,30,60.0,12,26,11,15,29,63,112,1,2666,DF,26.1,5,0,0,29,2,18,29,18,0,0,97,46,24,65.7
2667,DF,1.2,3,1,1,2,0,2,2,100.0,0,3,2,1,0,3,1,1,2667,DF,1.2,1,0,0,2,0,0,0,1,0,0,8,0,1,0.0
2669,MF,32.3,47,34,22,13,12,24,42,57.1,18,39,2,37,43,90,40,0,2669,MF,32.3,2,0,0,19,0,30,43,34,0,0,160,21,10,67.7
2671,DF,3.2,9,2,7,2,0,4,6,66.7,2,1,1,0,7,16,12,0,2671,DF,3.2,2,1,0,8,1,0,7,2,0,0,10,8,6,57.1
2672,DF,35.3,40,23,24,13,3,12,14,85.7,2,47,34,13,39,79,144,0,2672,DF,35.3,3,1,0,23,1,0,39,23,0,0,170,140,32,81.4
2673,DF,18.2,60,41,20,30,10,32,70,45.7,38,29,2,27,35,95,37,1,2673,DF,18.2,6,1,1,45,1,48,35,41,0,0,126,12,25,32.4
2674,DF,15.3,18,11,10,7,1,10,14,71.4,4,23,18,5,15,33,88,0,2674,DF,15.3,2,0,0,8,2,0,15,11,0,0,67,21,5,80.8
2676,DF,31.7,51,33,38,11,2,32,50,64.0,18,50,26,24,45,96,113,0,2676,DF,31.7,6,0,0,36,4,30,45,33,1,0,101,77,55,58.3
2677,MF,36.7,78,53,36,36,6,37,71,52.1,34,41,10,31,49,127,71,0,2677,MF,36.7,4,0,0,51,1,147,49,53,1,0,244,57,42,57.6
2679,"DF,MF",8.0,24,12,13,8,3,10,16,62.5,6,17,4,13,3,27,24,0,2679,"DF,MF",8.0,1,0,0,8,1,18,3,12,0,0,47,12,19,38.7
2680,DF,7.8,15,13,7,7,1,12,21,57.1,9,11,3,8,5,20,25,0,2680,DF,7.8,3,0,0,11,0,8,5,13,1,0,29,10,8,55.6
2681,DF,15.8,37,25,22,14,1,18,25,72.0,7,27,5,22,12,49,36,0,2681,DF,15.8,0,0,0,22,5,47,12,25,0,0,78,4,6,40.0
2682,MF,12.8,32,17,12,20,0,20,31,64.5,11,17,5,12,12,44,21,0,2682,MF,12.8,8,0,0,32,2,5,12,17,0,0,66,34,36,48.6
2686,DF,21.3,31,15,17,13,1,16,31,51.6,15,31,20,11,17,48,57,0,2686,DF,21.3,2,0,0,9,0,20,17,15,0,0,95,38,44,46.3
2687,DF,17.6,54,41,32,17,5,39,58,67.2,19,17,7,10,18,72,57,1,2687,DF,17.6,4,0,0,17,1,11,18,41,0,0,76,28,21,57.1
2688,DF,26.0,49,35,34,12,3,24,33,72.7,9,25,15,10,18,67,78,1,2688,DF,26.0,5,0,0,13,1,3,18,35,1,0,144,38,41,48.1
2689,DF,4.0,6,4,5,1,0,6,10,60.0,4,4,3,1,5,11,14,0,2689,DF,4.0,1,0,0,5,0,10,5,4,1,0,21,2,3,40.0
2692,MF,24.3,38,22,19,13,6,18,39,46.2,21,20,4,16,13,51,25,0,2692,MF,24.3,4,0,0,22,1,114,13,22,0,0,151,9,19,32.1
2693,MF,1.8,1,0,0,1,0,0,1,0.0,1,5,0,5,6,7,2,0,2693,MF,1.8,2,0,0,7,0,0,6,0,0,0,14,1,6,14.3
2695,MF,17.0,40,20,11,23,6,19,49,38.8,30,19,7,12,32,72,35,1,2695,MF,17.0,2,0,0,28,0,13,32,20,0,0,112,31,31,50.0
2699,DF,4.6,12,5,4,5,3,6,13,46.2,7,5,2,3,3,15,9,0,2699,DF,4.6,2,0,0,9,0,15,3,5,0,0,18,13,7,65.0
2703,MF,10.1,19,9,6,9,4,10,19,52.6,9,4,0,4,4,23,1,0,2703,MF,10.1,3,1,1,10,4,6,4,9,0,0,36,3,6,33.3
2709,MF,20.0,51,33,26,20,5,26,41,63.4,15,32,10,22,6,57,26,1,2709,MF,20.0,7,0,0,44,2,24,6,33,0,0,131,31,17,64.6
2711,DF,11.3,34,21,22,7,5,20,36,55.6,16,12,2,10,9,43,34,0,2711,DF,11.3,1,0,0,12,0,29,9,21,0,2,45,11,15,42.3
2717,DF,1.8,2,2,1,1,0,2,2,100.0,0,2,2,0,2,4,9,1,2717,DF,1.8,0,0,0,3,0,0,2,2,0,0,3,2,5,28.6
2718,DF,10.9,24,15,14,7,3,10,22,45.5,12,20,10,10,10,34,44,0,2718,DF,10.9,0,0,0,9,0,1,10,15,1,1,45,13,10,56.5
2721,MF,23.6,39,24,12,16,11,16,48,33.3,32,29,11,18,23,62,30,2,2721,MF,23.6,0,0,0,17,1,38,23,24,0,0,154,4,10,28.6
2722,"DF,MF",25.7,64,34,36,22,6,43,86,50.0,43,44,6,38,12,76,47,4,2722,"DF,MF",25.7,1,0,0,27,6,56,12,34,2,0,109,19,22,46.3
2723,DF,32.0,42,28,29,11,2,28,45,62.2,17,49,25,24,31,73,104,0,2723,DF,32.0,6,0,0,37,1,4,31,28,0,0,213,34,46,42.5
2727,DF,13.0,23,15,14,8,1,12,15,80.0,3,16,10,6,30,53,40,1,2727,DF,13.0,4,0,0,13,1,12,30,15,0,0,52,25,21,54.3
2728,DF,14.7,14,10,7,7,0,8,13,61.5,5,16,13,3,9,23,54,0,2728,DF,14.7,2,0,0,11,0,3,9,10,0,0,99,7,5,58.3
2729,DF,14.7,10,9,6,4,0,6,12,50.0,6,22,15,7,7,17,72,2,2729,DF,14.7,5,0,0,17,1,0,7,9,0,0,74,15,11,57.7
2730,DF,15.3,17,8,7,6,4,11,16,68.8,5,12,2,10,13,30,28,0,2730,DF,15.3,3,0,0,12,4,64,13,8,0,0,65,5,10,33.3
2733,MF,12.8,32,15,11,11,10,15,28,53.6,13,17,6,11,14,46,29,0,2733,MF,12.8,6,0,0,29,0,10,14,15,0,0,72,15,6,71.4
2734,DF,17.6,18,13,13,4,1,8,15,53.3,7,22,10,12,24,42,51,0,2734,DF,17.6,0,0,0,8,0,0,24,13,0,0,85,46,25,64.8
2737,MF,36.0,66,43,40,26,0,36,77,46.8,41,43,6,37,43,109,66,1,2737,MF,36.0,7,0,0,42,0,12,43,43,0,0,276,29,19,60.4
2739,DF,30.7,38,24,19,17,2,19,39,48.7,20,19,6,13,27,65,40,1,2739,DF,30.7,2,0,0,23,7,59,27,24,0,0,152,25,15,62.5
2740,DF,22.8,39,28,33,6,0,28,41,68.3,13,50,31,19,15,54,121,0,2740,DF,22.8,6,0,0,23,2,1,15,28,2,0,85,39,49,44.3
2741,DF,19.8,42,25,18,20,4,19,26,73.1,7,29,15,14,41,83,68,1,2741,DF,19.8,4,0,0,17,0,14,41,25,1,0,94,21,19,52.5
2742,DF,22.0,45,28,26,18,1,30,47,63.8,17,17,10,7,14,59,94,1,2742,DF,22.0,4,0,0,22,0,22,14,28,0,1,94,46,48,48.9
2743,MF,33.3,45,29,14,23,8,18,44,40.9,26,31,9,22,38,83,49,0,2743,MF,33.3,4,0,0,24,0,189,38,29,0,0,145,26,33,44.1
2749,DF,12.7,14,12,8,5,1,6,18,33.3,12,16,12,4,16,30,43,1,2749,DF,12.7,2,0,0,9,0,1,16,12,0,1,63,33,13,71.7
2751,MF,30.7,66,40,28,32,6,41,67,61.2,26,47,14,33,48,114,61,1,2751,MF,30.7,10,0,0,33,0,3,48,40,0,0,168,25,19,56.8
2753,"DF,MF",29.3,64,38,29,25,10,31,53,58.5,22,36,6,30,20,84,43,0,2753,"DF,MF",29.3,5,0,0,29,4,82,20,38,0,0,171,23,40,36.5
2760,MF,14.4,48,32,18,22,8,23,46,50.0,23,17,3,14,20,68,24,1,2760,MF,14.4,2,0,0,18,0,25,20,32,0,0,76,7,12,36.8
2762,DF,33.2,48,28,20,22,6,26,58,44.8,32,48,22,26,32,80,77,1,2762,DF,33.2,8,0,0,19,11,57,32,28,0,0,120,36,22,62.1
2763,MF,0.1,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,2763,MF,0.1,1,0,0,2,0,0,0,1,0,0,2,0,2,0.0
2764,DF,13.8,23,10,12,8,3,17,28,60.7,11,18,5,13,16,39,37,0,2764,DF,13.8,4,0,0,10,3,35,16,10,0,0,61,19,32,37.3
2765,DF,10.7,14,11,9,3,2,3,10,30.0,7,10,5,5,14,28,48,0,2765,DF,10.7,5,1,1,12,0,4,14,11,0,0,47,27,18,60.0
2766,DF,1.9,4,1,3,1,0,3,5,60.0,2,4,2,2,5,9,8,0,2766,DF,1.9,0,0,0,0,1,0,5,1,0,0,12,4,2,66.7
2768,DF,18.2,69,40,42,18,9,35,56,62.5,21,44,13,31,22,91,53,0,2768,DF,18.2,4,0,0,23,4,68,22,40,0,0,107,31,20,60.8
2771,MF,4.7,13,7,7,6,0,4,11,36.4,7,7,0,7,1,14,1,0,2771,MF,4.7,0,0,0,3,1,6,1,7,0,0,26,1,1,50.0
2774,"DF,MF",5.1,5,4,2,3,0,2,8,25.0,6,5,2,3,6,11,7,0,2774,"DF,MF",5.1,1,0,0,6,1,12,6,4,0,0,27,4,3,57.1
2777,MF,26.4,27,18,7,14,6,9,29,31.0,20,36,2,34,9,36,3,0,2777,MF,26.4,3,0,0,23,6,36,9,18,0,0,143,9,15,37.5
2779,DF,30.9,35,21,23,12,0,17,24,70.8,7,40,21,19,16,51,119,0,2779,DF,30.9,5,0,0,24,0,4,16,21,0,0,148,55,26,67.9
2781,DF,23.0,66,31,40,25,1,31,53,58.5,22,47,26,21,38,104,111,0,2781,DF,23.0,4,1,1,27,5,21,38,31,0,0,147,47,32,59.5
2782,DF,13.0,20,12,8,11,1,11,23,47.8,12,12,2,10,8,28,20,0,2782,DF,13.0,2,0,0,12,1,45,8,12,1,0,79,6,8,42.9
2787,DF,15.4,18,12,12,6,0,8,15,53.3,7,19,9,10,18,36,51,0,2787,DF,15.4,3,1,0,19,0,2,18,12,1,0,71,35,19,64.8
2788,DF,4.9,7,5,6,1,0,3,6,50.0,3,5,4,1,3,10,32,1,2788,DF,4.9,0,1,0,3,0,0,3,5,0,0,18,12,10,54.5
2790,MF,31.3,29,21,11,14,4,9,30,30.0,21,29,8,21,19,48,42,0,2790,MF,31.3,5,0,0,30,0,10,19,21,0,0,226,26,22,54.2
2791,DF,0.7,2,1,1,1,0,1,1,100.0,0,0,0,0,3,5,3,0,2791,DF,0.7,0,0,0,1,0,0,3,1,0,0,3,2,1,66.7
2794,MF,7.6,17,11,6,8,3,7,17,41.2,10,17,4,13,6,23,5,0,2794,MF,7.6,2,0,0,12,1,14,6,11,0,0,50,9,10,47.4
2795,MF,22.1,66,40,39,21,6,20,36,55.6,16,42,15,27,21,87,44,1,2795,MF,22.1,6,0,0,54,2,6,21,40,0,0,110,41,36,53.2
2800,DF,12.9,30,23,17,11,2,14,25,56.0,11,14,2,12,15,45,36,0,2800,DF,12.9,3,0,0,21,3,76,15,23,1,0,88,11,11,50.0
2801,DF,29.7,36,25,27,7,2,17,31,54.8,14,20,14,6,36,72,97,1,2801,DF,29.7,5,0,0,20,0,1,36,25,1,1,124,44,25,63.8
2802,"DF,MF",25.3,53,38,28,19,6,30,54,55.6,24,24,6,18,22,75,50,3,2802,"DF,MF",25.3,7,1,1,33,1,100,22,38,1,1,120,19,32,37.3
2803,DF,21.6,15,9,13,2,0,7,11,63.6,4,21,16,5,44,59,104,0,2803,DF,21.6,1,0,0,11,2,0,44,9,0,0,76,30,12,71.4
2804,DF,37.0,59,32,29,29,1,23,50,46.0,27,53,34,19,33,92,143,4,2804,DF,37.0,5,0,0,24,0,1,33,32,0,0,153,75,60,55.6
2806,DF,16.1,21,14,16,5,0,4,8,50.0,4,23,18,5,20,41,78,1,2806,DF,16.1,1,0,0,17,1,0,20,14,0,1,109,60,13,82.2
2807,DF,4.1,18,8,11,4,3,11,24,45.8,13,3,0,3,4,22,9,1,2807,DF,4.1,1,0,0,5,0,2,4,8,0,0,25,0,8,0.0
