Player Name,Rating,League,Season
"57Paulo GazzanigaGirona, 33, GK",6.92,La Liga,2023-2024
"58Samuel LinoAtletico, 25, D(L),M(CLR),FW",6.91,La Liga,2023-2024
"59Loïc BadéSevilla, 24, D(C)",6.91,La Liga,2023-2024
"60Bryan ZaragozaGranada, 23, AM(LR)",6.91,La Liga,2023-2024
"61Brais MéndezReal Sociedad, 28, AM(CR),FW",6.91,La Liga,2023-2024
"62Luka ModricReal Madrid, 39, M(C)",6.9,La Liga,2023-2024
"63Eric GarcíaGirona, 24, D(CR),DMC",6.88,La Liga,2023-2024
"64Martín ZubimendiReal Sociedad, 26, DMC",6.88,La Liga,2023-2024
"65PedriBarcelona, 22, M(CL)",6.87,La Liga,2023-2024
"66Mason GreenwoodGetafe, 23, AM(CLR),FW",6.87,La Liga,2023-2024
"67Jules KoundéBarcelona, 26, D(CR)",6.86,La Liga,2023-2024
"68Sergi CardonaLas Palmas, 25, D(L)",6.86,La Liga,2023-2024
"69Álvaro MorataAtletico, 32, AM(L),FW",6.85,La Liga,2023-2024
"70João FélixBarcelona, 25, AM(CL),FW",6.85,La Liga,2023-2024
"71Marc PubillAlmeria, 21, D(R)",6.85,La Liga,2023-2024
"72Vedat MuriqiMallorca, 30, FW",6.84,La Liga,2023-2024
"73Carlos VicenteDeportivo Alaves, 25, AM(R)",6.84,La Liga,2023-2024
"74Lucas VázquezReal Madrid, 33, D(R),M(R)",6.84,La Liga,2023-2024
"75Youssef En-NesyriSevilla, 27, FW",6.84,La Liga,2023-2024
"76Yeremy PinoVillarreal, 22, AM(LR)",6.83,La Liga,2023-2024
"77Álvaro VallésLas Palmas, 27, GK",6.83,La Liga,2023-2024
"78Miguel GutiérrezGirona, 23, D(L),M(L)",6.83,La Liga,2023-2024
"79Yuri BerchicheAthletic Club, 35, D(L),M(L)",6.83,La Liga,2023-2024
"80Isaac RomeroSevilla, 24, FW",6.82,La Liga,2023-2024
"81Cristian RiveroValencia, 26, Goalkeeper",6.82,La Liga,2023-2024
"82Jørgen Strand LarsenCelta Vigo, 25, FW",6.82,La Liga,2023-2024
"83Claudio BravoReal Betis, 41, GK",6.81,La Liga,2023-2024
"84Diego RicoGetafe, 31, D(CL),M(L)",6.81,La Liga,2023-2024
"85Germán PezzellaReal Betis, 33, D(C)",6.81,La Liga,2023-2024
"86Marc-André ter StegenBarcelona, 32, GK",6.8,La Liga,2023-2024
"87Óscar De MarcosAthletic Club, 35, D(LR),M(CR)",6.8,La Liga,2023-2024
"88Guido RodríguezReal Betis, 30, DMC",6.8,La Liga,2023-2024
"89Lucas RobertoneAlmeria, 27, M(C)",6.8,La Liga,2023-2024
"90Renato TapiaCelta Vigo, 29, D(C),DMC",6.8,La Liga,2023-2024
"91Daley BlindGirona, 34, D(CL),DMC,M(L)",6.8,La Liga,2023-2024
"92Pablo BarriosAtletico, 21, M(C)",6.79,La Liga,2023-2024
"93Giorgi MamardashviliValencia, 24, GK",6.79,La Liga,2023-2024
"94Unai SimónAthletic Club, 27, GK",6.79,La Liga,2023-2024
"95Iván MartínGirona, 26, M(CR)",6.79,La Liga,2023-2024
"96Filip JørgensenVillarreal, 22, GK",6.79,La Liga,2023-2024
"97Hugo ÁlvarezCelta Vigo, 21, M(LR)",6.79,La Liga,2023-2024
"98Íñigo Ruíz de GalarretaAthletic Club, 31, DMC",6.78,La Liga,2023-2024
"99Carl StarfeltCelta Vigo, 29, D(C)",6.78,La Liga,2023-2024
"100Rodrigo De PaulAtletico, 30, AM(CLR),FW",6.77,La Liga,2023-2024
"101Robin Le NormandReal Sociedad, 28, D(C)",6.77,La Liga,2023-2024
"102Aitor RuibalReal Betis, 28, D(R),M(LR)",6.77,La Liga,2023-2024
"103Pau CubarsíBarcelona, 18, D(C)",6.77,La Liga,2023-2024
"104Javi GalánReal Sociedad, 30, D(L),M(L)",6.77,La Liga,2023-2024
"105Jonathan BambaCelta Vigo, 28, AM(CLR),FW",6.76,La Liga,2023-2024
"106Lucas BoyéGranada, 28, AM(L),FW",6.76,La Liga,2023-2024
"107Luiz HenriqueReal Betis, 24, AM(LR),FW",6.76,La Liga,2023-2024
"108Ronald AraujoBarcelona, 25, D(CR)",6.75,La Liga,2023-2024
"109Sergi RobertoBarcelona, 33, D(R),M(CR)",6.75,La Liga,2023-2024
"110David GilCadiz, 31, GK",6.75,La Liga,2023-2024
"111David AlabaReal Madrid, 32, D(CL),M(CL)",6.75,La Liga,2023-2024
"112KepaReal Madrid, 30, GK",6.74,La Liga,2023-2024
"113Nemanja MaksimovicGetafe, 30, M(C)",6.74,La Liga,2023-2024
"114Ørjan NylandSevilla, 34, GK",6.74,La Liga,2023-2024
"115Mario HermosoAtletico, 29, D(CL)",6.74,La Liga,2023-2024
"116José GayàValencia, 29, D(L),M(L)",6.74,La Liga,2023-2024
"117Sergi DarderMallorca, 31, M(CLR)",6.73,La Liga,2023-2024
"118Florian LejeuneRayo Vallecano, 33, D(C)",6.73,La Liga,2023-2024
"119Unai NúñezCelta Vigo, 28, D(C)",6.73,La Liga,2023-2024
"120Jan OblakAtletico, 32, GK",6.73,La Liga,2023-2024
"121Kike SalasSevilla, 22, D(CL)",6.73,La Liga,2023-2024
"122Yan CoutoGirona, 22, D(R),M(R)",6.73,La Liga,2023-2024
"123Nabil FekirReal Betis, 31, AM(CLR),FW",6.73,La Liga,2023-2024
"124Kirian RodríguezLas Palmas, 28, M(C)",6.73,La Liga,2023-2024
"125Álex RemiroReal Sociedad, 29, GK",6.72,La Liga,2023-2024
"126Dani ParejoVillarreal, 35, M(C)",6.72,La Liga,2023-2024
"127Vicente GuaitaCelta Vigo, 38, GK",6.72,La Liga,2023-2024
"128Mouctar DiakhabyValencia, 28, D(C),DMC",6.72,La Liga,2023-2024
"129Conan LedesmaCadiz, 32, GK",6.71,La Liga,2023-2024
"130JoseluReal Madrid, 34, FW",6.71,La Liga,2023-2024
"131Hugo DuroValencia, 25, AM(L),FW",6.71,La Liga,2023-2024
"132Ángel CorreaAtletico, 29, AM(CLR),FW",6.71,La Liga,2023-2024
"133Axel WitselAtletico, 36, D(C),M(C)",6.71,La Liga,2023-2024
"134Juan MirandaReal Betis, 25, D(L)",6.7,La Liga,2023-2024
"135Sergio ArribasAlmeria, 23, AM(CR)",6.7,La Liga,2023-2024
"136Adri EmbarbaAlmeria, 32, AM(CLR),FW",6.7,La Liga,2023-2024
"137Nemanja GudeljSevilla, 33, D(C),M(C)",6.7,La Liga,2023-2024
"138ReinildoAtletico, 31, D(CL),M(L)",6.69,La Liga,2023-2024
"139David LópezGirona, 35, D(C),DMC",6.69,La Liga,2023-2024
"140Jonathan VieraLas Palmas, 35, AM(CLR),FW",6.69,La Liga,2023-2024
"141Jorge CuencaVillarreal, 25, D(CL)",6.69,La Liga,2023-2024
"142Rui SilvaReal Betis, 31, GK",6.69,La Liga,2023-2024
"143Luis SuárezAlmeria, 27, AM(L),FW",6.69,La Liga,2023-2024
"144Marcos AlonsoBarcelona, 34, D(CL),M(L)",6.69,La Liga,2023-2024
"145Rubén AlcarazCadiz, 33, DMC",6.69,La Liga,2023-2024
"146David GarcíaOsasuna, 31, D(C)",6.69,La Liga,2023-2024
"147Matija NastasicMallorca, 31, D(C)",6.69,La Liga,2023-2024
"148KokeAtletico, 33, M(CLR)",6.69,La Liga,2023-2024
"149Luis MillaGetafe, 30, M(C)",6.68,La Liga,2023-2024
"150Bruno MéndezGranada, 25, D(CR)",6.68,La Liga,2023-2024
"151Isi PalazónRayo Vallecano, 30, AM(CR),FW",6.68,La Liga,2023-2024
"152Thierry CorreiaValencia, 25, D(R),M(R)",6.68,La Liga,2023-2024
"153Robert NavarroCadiz, 22, AM(LR)",6.68,La Liga,2023-2024
"154Samú CostaMallorca, 24, DMC",6.68,La Liga,2023-2024
"155Jonathan VieraAlmeria, 35, AM(CLR),FW",6.67,La Liga,2023-2024
"156Jesús AresoOsasuna, 25, D(R)",6.66,La Liga,2023-2024
"157Antonio RüdigerReal Madrid, 31, D(CLR)",6.66,La Liga,2023-2024
"158Gabriel PaulistaAtletico, 34, D(CR)",6.66,La Liga,2023-2024
"159Rubén PeñaOsasuna, 33, D(LR),M(LR),FW",6.66,La Liga,2023-2024
"160Óscar MinguezaCelta Vigo, 25, D(CR),M(LR)",6.66,La Liga,2023-2024
"161Chris RamosCadiz, 28, FW",6.66,La Liga,2023-2024
"162Luis RiojaDeportivo Alaves, 31, M(LR)",6.66,La Liga,2023-2024
"163Fermín LópezBarcelona, 21, AM(CL)",6.65,La Liga,2023-2024
"164Marc RocaReal Betis, 28, D(C),DMC",6.65,La Liga,2023-2024
"165Andreas ChristensenBarcelona, 28, D(C),DMC",6.65,La Liga,2023-2024
"166Marcos LlorenteAtletico, 30, D(R),M(CR),FW",6.65,La Liga,2023-2024
"167Dani VivianAthletic Club, 25, D(C)",6.65,La Liga,2023-2024
"168Óscar ValentínRayo Vallecano, 30, DMC",6.65,La Liga,2023-2024
"169Kieran TierneyReal Sociedad, 27, D(CL),M(L)",6.65,La Liga,2023-2024
"170Saúl ÑíguezAtletico, 30, D(CL),M(CLR)",6.65,La Liga,2023-2024
"171Momo MbayeCadiz, 26, D(C)",6.65,La Liga,2023-2024
"172Predrag RajkovicMallorca, 29, GK",6.65,La Liga,2023-2024
"173Julián AraujoLas Palmas, 23, D(R),M(R)",6.65,La Liga,2023-2024
"174JailsonCelta Vigo, 29, D(C),DMC",6.64,La Liga,2023-2024
"175Beñat PradosAthletic Club, 24, DMC",6.64,La Liga,2023-2024
"176Aleksandar RadovanovicAlmeria, 31, D(C)",6.64,La Liga,2023-2024
"177Igor ZubeldiaReal Sociedad, 27, D(C),DMC",6.64,La Liga,2023-2024
"178Marcos AcuñaSevilla, 33, D(CL),M(CL)",6.64,La Liga,2023-2024
"179Cristhian MosqueraValencia, 20, D(C)",6.64,La Liga,2023-2024
"180Gonçalo GuedesVillarreal, 28, AM(CLR),FW",6.64,La Liga,2023-2024
"181Oihan SancetAthletic Club, 24, M(C),FW",6.64,La Liga,2023-2024
"182Rubén GarcíaOsasuna, 31, AM(CLR),FW",6.63,La Liga,2023-2024
"183Ferland MendyReal Madrid, 29, D(L),M(L)",6.63,La Liga,2023-2024
"184Iker MuñozOsasuna, 22, DMC",6.63,La Liga,2023-2024
"185Dani RodríguezMallorca, 36, AM(CLR),FW",6.63,La Liga,2023-2024
"186Willian JoséReal Betis, 33, FW",6.63,La Liga,2023-2024
